crf,filesize,bitrate,vmaf
63,27685,5577.951460304402,90.444621
62,33191,6687.2958973799305,92.030366
60,41748,8411.353352529823,93.401822
59,45121,9090.942670774602,93.920288
58,48422,9756.025487117926,94.302838
57,51737,10423.929012164306,94.620219
56,54969,11075.109764185394,94.819923
55,58159,11717.828390097298,94.970604
51,71066,14318.320335127059,95.442492
49,77765,15668.029449542055,95.606992
46,88248,17780.135830556,95.797757
45,95147,19170.14078358616,95.902586
42,108596,21879.83445126302,96.099158
40,122787,24739.02568020215,96.2666
38,136878,27578.068989833697,96.362538
32,195282,39345.25978223458,96.625355
30,223276,44985.46831319941,96.719282
27,263632,53116.36262896767,96.816292
24,333427,67178.60290969534,96.92096
18,403025,81201.15178938709,97.003084
10,530720,106929.03734920542,97.035516
6,1025255,206567.55009696184,97.109885
3,1680319,338549.3162299885,97.166418
1,1950148,392914.2454184471,97.17004
