crf,filesize,bitrate,vmaf
63,57636,10548.718457115403,75.431095
62,71791,13139.410208112498,79.485481
61,84496,15464.71848761925,81.959705
60,94806,17351.686481457476,83.625824
59,104830,19186.309873332775,84.919773
58,113944,20854.38225896241,85.879706
55,143638,26289.069708917035,88.019437
53,163440,29913.292814056174,89.161454
52,174831,31998.108761467538,89.611616
51,188592,34516.68941745278,90.068838
48,229154,41940.47174199846,91.327664
46,258470,47305.97646628181,92.077385
45,274294,50202.13374411847,92.479509
44,292655,53562.62058552134,92.756522
42,332256,60810.517726548256,93.300481
40,376265,68865.1806209058,93.85838
39,399766,73166.406112971,94.127921
38,426152,77995.65320176008,94.429894
34,553201,101248.5529737438,95.190567
32,625715,114520.28887143392,95.475058
29,754477,138086.70718594381,95.855859
27,870103,159248.93427183502,96.062133
25,977539,178912.20230151527,96.225166
20,1275286,233406.77642967718,96.558024
17,1459969,267208.0286126088,96.718434
16,1522498,278652.2790186913,96.764707
8,2496440,456906.1472878267,97.19302
7,2956803,541163.2032090047,97.310412
4,4187931,766488.0463048402,97.37249
2,5044649,923287.2166001938,97.393584
