crf,filesize,bitrate,vmaf
63,256749,15824.730539383496,80.115571
62,309069,19049.474946647184,84.177077
61,355666,21921.482116854866,86.597707
60,391734,24144.53412910997,88.14972
59,427034,26320.25044364376,89.42179
58,457789,28215.835578303446,90.409568
56,518988,31987.83735544661,91.962515
55,544890,33584.30772312521,92.447661
54,576627,35540.418450444166,93.018624
52,632506,38984.521904830384,93.853475
48,751813,46338.01160279309,95.00009
46,820354,50562.53771935006,95.488511
45,861513,53099.37363407801,95.748134
44,900530,55504.187329380125,95.947359
43,940369,57959.66501364959,96.145646
42,983294,60605.348379127296,96.332951
41,1027844,63351.18865710126,96.524975
39,1133755,69879.01558595645,96.829643
37,1262275,77800.34875150556,97.189042
35,1389667,85652.15761102652,97.366904
34,1474774,90897.72951983749,97.479963
32,1628438,100368.81370557463,97.650692
31,1740337,107265.71115260062,97.744578
30,1838029,113286.95982680559,97.795859
26,2231587,137543.91623800364,97.963453
24,2485686,153205.31396623942,98.038248
20,2976930,183483.14924150403,98.158834
18,3209178,197797.76008053645,98.196775
16,3584605,220937.21188836874,98.232114
12,4462179,275026.50562804803,98.297471
10,5242723,323135.3530787978,98.336313
8,6935837,427490.473536746,98.38284
7,7807508,481215.93573521596,98.402631
3,15109551,931277.5245320232,98.430831
