crf,filesize,bitrate,vmaf
63,26212,10651.856617958314,65.15659
62,32492,13203.880864897816,69.313944
61,38652,15707.140317309808,72.857457
60,43265,17581.7402936047,75.295018
59,48750,19810.697776799472,76.955973
58,52903,21498.36604073892,78.205473
57,57982,23562.33596911563,79.517364
55,66885,27180.277349768876,81.728925
51,86074,34978.174368004875,85.221144
50,91461,37167.30726900219,85.769755
46,115633,46990.16237999289,88.057773
45,123536,50201.73047291691,88.752843
43,137944,56056.75680251951,89.924171
39,176039,71537.54719856415,91.809077
37,199082,80901.60686770856,92.667161
36,213314,86685.11149867083,93.07824
35,223927,90997.95120134104,93.327909
33,256040,104047.81659018947,93.858669
32,273434,111116.27355695152,94.05914
29,340566,138396.9251087895,94.651908
28,357406,145240.25127414954,94.782772
27,383687,155920.14764896123,94.928926
10,936627,380620.193365956,96.210667
9,1015070,412497.3331752993,96.365714
7,1214081,493370.0875395791,96.651895
6,1519575,617514.6887011294,96.785211
4,2145458,871856.8211449567,96.961372
1,2648052,1076097.5973179361,97.072266
