crf,filesize,bitrate,vmaf
63,25117,13382.350982350983,82.575968
62,30379,16185.947385947386,85.980888
61,34774,18527.60572760573,88.346285
59,40916,21800.0666000666,90.274491
57,46603,24830.103230103232,91.624303
56,49343,26289.97668997669,92.01129
51,62344,33216.916416916414,93.56079
48,71993,38357.90875790876,94.264787
45,82523,43968.29836829837,94.777605
43,91550,48777.88877788877,95.038245
42,96947,51653.41325341325,95.183498
40,106138,56550.382950382955,95.369442
38,117394,62547.58574758574,95.564713
37,124625,66400.2664002664,95.672631
36,130084,69308.8245088245,95.751774
35,138545,73816.84981684982,95.869552
33,152417,81207.85880785879,96.055573
29,196104,104484.31568431569,96.302403
27,217639,115958.17515817517,96.421746
26,235632,125544.85514485514,96.501323
23,272726,145308.5581085581,96.63796
18,369467,196852.21445221445,96.746426
15,425284,226591.5417915418,96.794651
9,665826,354752.44755244756,96.919
7,800240,426368.29836829833,96.9554
4,1117255,595274.0592740594,97.030747
3,1275730,679709.6237096237,97.051282
1,1476946,786917.6157176157,97.071663
