crf,filesize,bitrate,vmaf
63,30369,34672.75581561295,64.320992
62,36794,42008.27743684887,68.397563
61,43800,50007.13572142144,71.994418
60,48727,55632.36763236763,74.429786
58,58284,66543.74197231341,78.158327
57,62389,71230.48380191237,79.571019
54,76432,87263.59354930784,83.735559
53,80051,91395.46168117596,84.525747
50,96349,110003.13971742544,87.398919
48,108053,123365.77708006279,89.211798
45,128852,147112.31625517338,91.780701
44,136516,155862.42329099472,92.463408
42,153677,175455.40174111602,93.981307
41,163357,186507.20707863563,94.642113
40,174115,198789.78164692453,95.290477
38,195541,223252.17639503354,96.407577
37,207967,237439.1322962752,96.870165
36,220559,251815.61295847007,97.312117
35,241716,275970.88625660056,97.822368
34,254654,290742.40045668615,98.096505
33,270216,308509.77593834733,98.287713
32,287105,327792.2077922078,98.488495
31,304060,347149.9928642786,98.64751
30,322129,367779.6489225061,98.796895
29,341867,390314.82802911376,98.902102
28,360610,411714.0002854289,98.987396
26,404435,461749.678892536,99.158114
25,427822,488450.97759383474,99.214883
23,482480,550854.8594262879,99.322471
20,556602,635481.0903382332,99.429014
19,595701,680121.0218353076,99.472093
17,671516,766680.1769658913,99.513898
12,924818,1055878.9781646924,99.600687
10,1075843,1228306.5505922649,99.634886
8,1315673,1502124.1615527328,99.675493
6,1740637,1987312.1164549734,99.72211
4,2325668,2655251.034679606,99.75696
1,2953836,3372440.131297274,99.781003
