crf,filesize,bitrate,vmaf
63,42450,9511.983343759044,72.735099
62,51578,11557.339856405279,77.559889
61,60003,13445.171650779126,80.42862
60,66615,14926.755487503151,82.287137
59,73810,16538.97504364794,83.934766
58,80576,18055.0664288982,85.207981
56,93129,20867.879783767632,87.30784
54,104927,23511.516520862315,88.808705
51,123842,27749.894964848234,90.647191
48,144737,32431.941889885817,92.098386
44,181865,40751.3981345757,93.548789
43,192034,43030.0167122597,93.943757
42,204832,45897.728439784514,94.310199
39,240877,53974.511469838566,95.100665
36,289622,64897.046878355286,95.789974
35,307219,68840.0944849543,95.965247
32,372547,83478.46545977387,96.437394
30,424865,95201.62080909744,96.652101
28,475203,106481.10767736936,96.826634
27,509598,114188.16697321371,96.940298
25,581836,130374.8961319055,97.099065
22,675229,151301.93171314668,97.256975
21,711878,159514.05603742052,97.283592
15,1026439,229999.30910211286,97.497561
13,1197580,268347.72703931585,97.59568
12,1278727,286530.7402877496,97.641981
10,1550516,347431.8578617644,97.748364
9,1784702,399907.083570635,97.804106
8,2090688,468470.8935923889,97.875635
7,2443233,547467.4110935793,97.911547
4,3974108,890498.2120683055,98.058257
1,4845930,1085851.7183750828,98.113619
