crf,filesize,bitrate,vmaf
63,54199,5506.256455408998,88.646863
62,63449,6445.994683282819,91.925345
61,70987,7211.805144008535,93.374596
59,83594,8492.592153609105,95.093701
58,89834,9126.534482466686,95.649469
57,95438,9695.863458575323,96.085556
52,120799,12272.37169610051,97.233532
47,149287,15166.562251308014,97.964439
42,185679,18863.746423068456,98.305585
34,274860,27923.94046631335,98.636916
30,341882,34732.92808886029,98.73352
19,611095,62083.17106622192,98.896153
17,678404,68921.31597216343,98.909569
13,901243,91560.27023823633,98.921321
10,1217787,123719.02673597589,98.934223
3,5183581,526617.2132951794,99.017556
