crf,filesize,bitrate,vmaf
63,16660,9986.013986013986,81.622978
62,20867,12507.692307692307,83.758652
61,24545,14712.287712287713,84.791435
59,30601,18342.25774225774,86.023434
58,33808,20264.535464535464,86.64799
53,48403,29012.787212787214,88.913633
52,51462,30846.353646353647,89.293074
50,59155,35457.542457542455,90.206361
48,66463,39837.96203796204,90.936974
47,70234,42098.3016983017,91.298551
44,82937,49712.48751248752,92.175758
41,99042,59365.834165834174,93.208174
40,105164,63035.36463536463,93.521728
39,110251,66084.51548451549,93.757383
38,116540,69854.14585414586,93.933565
36,131240,78665.33466533467,94.325551
33,156301,93686.91308691309,94.947617
28,203811,122164.43556443555,95.49722
27,215282,129040.15984015985,95.581916
23,270680,162245.75424575424,95.970788
21,293438,175886.9130869131,96.056623
17,357564,214324.07592407594,96.271747
12,499912,299647.55244755244,96.510551
11,558803,334946.85314685316,96.587593
9,670530,401916.0839160839,96.673025
6,1022934,613147.2527472527,96.827469
2,1641578,983962.837162837,96.936846
1,1821600,1091868.131868132,96.955372
