crf,filesize,bitrate,vmaf
63,61560,14613.505306574612,81.060031
62,77585,18417.621981978416,84.414031
61,90534,21491.53816480549,86.434309
60,101620,24123.203529144124,87.812415
59,110988,26347.039099514346,88.902264
57,129584,30761.476147614758,90.500031
54,158181,37550.01434209355,91.983598
53,166622,39553.79274191155,92.359497
51,185298,43987.22070009199,93.038341
50,195816,46484.05060286248,93.339334
48,216148,51310.590399699315,93.848269
46,238717,56668.16351964867,94.281763
43,274466,65154.489075281155,94.863498
42,289385,68696.0564188287,95.049304
41,307530,73003.432211353,95.224357
40,322897,76651.34865134866,95.372281
39,342058,81199.9090018892,95.544853
38,362316,86008.88220690201,95.684699
37,383760,91099.3956538511,95.794222
36,406028,96385.5154746244,95.905308
34,455258,108072.04676511607,96.122575
31,528985,125573.83210848557,96.382054
30,573109,136048.26856312004,96.472904
26,707353,167915.96522289593,96.704167
24,789467,187408.7101017794,96.808407
19,1016811,241377.0783671774,96.937771
13,1426887,338723.53389185073,97.066319
10,1784544,423626.4329729676,97.146708
8,2117366,502633.84140611865,97.217451
7,2424736,575599.2917973116,97.259543
5,3262732,774528.1253400064,97.310398
3,4039122,958832.5338028308,97.355301
2,4301384,1021089.9595454051,97.361679
