crf,filesize,bitrate,vmaf
63,24168,4052.1157164513806,91.640194
62,28636,4801.240717324633,92.911223
61,32299,5415.395793018171,93.916791
60,35293,5917.383315984715,94.545905
59,38003,6371.754120005868,94.937308
58,40298,6756.544155145553,95.207436
57,43338,7266.244245265224,95.504525
56,45019,7548.088275361002,95.620028
55,48022,8051.584778857506,95.752453
44,77682,13024.51394759087,96.342697
41,89009,14923.64977679663,96.499481
37,110079,18456.340861935267,96.678891
36,114394,19179.813193799208,96.706868
30,169877,28482.342831993185,96.82432
27,201095,33716.49329691288,96.8619
15,298191,49996.045912129826,96.974218
11,322746,54113.04779136948,96.987053
6,842721,141294.3979097825,97.069906
1,1831909,307146.11262863013,97.106629
