crf,filesize,bitrate,vmaf
63,52201,16687.632367632366,58.095355
62,65153,20828.13186813187,63.655026
61,77532,24785.454545454544,68.832955
59,98607,31522.717282717284,74.420834
58,108398,34652.707292707295,76.725817
57,117861,37677.842157842155,78.598523
55,135475,43308.69130869131,81.700596
52,164914,52719.76023976024,84.685093
51,175582,56130.10989010989,85.750595
49,198572,63479.56043956044,87.488504
47,224849,71879.8001998002,89.00745
46,238856,76357.56243756243,89.717854
45,253028,80888.07192807193,90.411697
43,284602,90981.65834165835,91.623892
41,320088,102325.83416583417,92.636401
39,357824,114389.29070929071,93.37237
37,398406,127362.55744255745,93.947469
35,450718,144085.67432567434,94.551616
34,480316,153547.57242757242,94.859483
32,533638,170593.56643356645,95.186134
31,573140,183221.57842157842,95.365684
27,707171,226068.65134865136,95.821552
24,826208,264122.43756243755,96.203808
21,933520,298427.97202797205,96.388903
19,1020573,326257.1028971029,96.524111
13,1371328,438386.5734265734,96.734218
8,2153131,688313.6063936064,97.055661
7,2457824,785717.9620379619,97.111462
4,3505202,1120544.0959040958,97.220143
1,4317983,1380374.1858141858,97.265309
