crf,filesize,bitrate,vmaf
63,54177,9083.55979684651,87.315281
62,67397,11300.084530853763,90.039143
61,78763,13205.759275689346,91.672249
59,97767,16392.0554969506,93.302096
57,113884,19094.304297101502,94.231564
56,121479,20367.716199884035,94.589924
53,146942,24636.95744814626,95.228138
51,162492,27244.140474909706,95.587637
48,187190,31385.118378125368,96.023853
47,199160,33392.062482971574,96.153616
45,220333,36942.023011953075,96.367548
44,230713,38682.380556506425,96.466739
43,242469,40653.44445764026,96.542285
41,267965,44928.21863451234,96.700259
36,354685,59468.084363189264,96.951429
26,602962,101095.32425616343,97.222032
20,791873,132768.9932445177,97.319502
17,841417,141075.76339744174,97.341722
13,945746,158568.0333652362,97.371878
6,1924243,322627.24687899515,97.434246
4,2343470,392916.73361603427,97.460405
3,2729108,457574.5373507611,97.475283
1,3374637,565806.8365201232,97.488827
