crf,filesize,bitrate,vmaf
63,18850,19649.915302089215,59.868901
61,28576,29788.646136472227,69.018735
59,35430,36933.50128132737,73.370777
57,41736,43507.10159405812,76.804225
55,49110,51194.02336793642,80.105656
52,59278,61793.510836989095,83.411693
51,61757,64377.70924727446,84.174285
50,65801,68593.31972375451,85.131247
48,75220,78412.02275984884,86.734092
46,84012,87577.11853364027,88.130419
45,89692,93498.15401989315,88.880546
43,101603,105914.60713199843,90.168272
42,107036,111578.16096946533,90.694915
41,113571,118390.47908613126,91.326859
40,119962,125052.68644399081,91.803879
39,127042,132433.132085306,92.252128
37,141391,147391.04373886983,93.112808
36,149019,155342.74421230945,93.446343
35,160047,166838.7264909004,93.834375
34,169488,176680.36311514574,94.146003
33,178822,186410.45910611126,94.445971
32,189704,197754.24575424576,94.694002
27,251975,262667.7670155931,95.804486
26,265768,277046.08435043215,95.928502
25,281505,293450.8969291578,96.055276
16,437965,456550.40611562354,96.548924
13,528592,551023.2376319332,96.7691
11,605793,631500.3257611953,96.923454
8,718872,749377.9264214047,97.085998
6,890173,927948.2256873562,97.207103
4,1070659,1116093.2980063413,97.330561
3,1197391,1248203.2749858839,97.375336
1,1472724,1535220.258002867,97.468438
