crf,filesize,bitrate,vmaf
63,31456,16046.591706166177,80.441632
62,40010,20410.22806980254,85.056515
61,47450,24205.58165239016,86.949956
60,53345,27212.787212787214,88.262889
59,59953,30583.714158182243,89.69686
58,65274,33298.10614916998,90.427112
57,69935,35675.81354815397,91.022562
54,86768,44262.80102875848,92.429916
53,91380,46615.51214742704,92.791031
51,100411,51222.47964801156,93.154566
49,111863,57064.46744744617,93.590981
48,116146,59249.34639828257,93.748039
45,134026,68370.43807256572,94.340617
42,156428,79798.32933024422,94.873157
41,163652,83483.49522817608,95.014543
35,220945,112710.2684549493,95.746738
34,236521,120656.0248262376,95.881228
32,266203,135797.64915935128,96.026885
29,312603,159467.5962335537,96.217126
25,377707,192678.9805938742,96.46749
20,482006,245884.83856568963,96.655598
16,598153,305134.6950921419,96.837513
10,791257,403642.48517440003,97.077136
9,840247,428633.66420813225,97.134814
8,920938,469796.41634960787,97.212255
7,984057,501995.1962930686,97.241949
6,1226596,625721.1724445767,97.355773
4,1668221,851006.5253895042,97.467877
