crf,filesize,bitrate,vmaf
63,72348,13766.80462394748,78.809221
62,89761,17080.25308025308,82.796575
61,104277,19842.443271014698,85.213386
60,115802,22035.488321202607,86.670566
59,127160,24196.755625327052,88.070095
58,137268,26120.165548736975,89.07819
56,157713,30010.560867703727,90.567415
55,167752,31920.841063698204,91.144008
54,178510,33967.93682507968,91.726084
53,187993,35772.418058132345,92.214432
52,198172,37709.33828076685,92.595258
50,220449,41948.33737690881,93.295784
49,232552,44251.36767993911,93.595419
47,256817,48868.655154369444,94.193584
45,285006,54232.624518338795,94.637532
43,317853,60482.94562580277,95.093753
42,335106,63765.9483373769,95.291224
41,354836,67520.28923457494,95.473786
40,373629,71096.33223918937,95.61423
38,415792,79119.35683364255,95.881109
37,444156,84516.62623091195,96.051344
36,464065,88305.0283050283,96.156275
35,496209,94421.57842157842,96.250775
32,590415,112347.65234765234,96.4907
30,669282,127354.93078350222,96.646952
29,703575,133880.40530897674,96.68402
28,756680,143985.53827125253,96.724405
21,1037994,197515.62722991293,96.894247
15,1363851,259521.62123590696,97.058655
14,1405653,267475.95261880977,97.078991
12,1528373,290827.83882783883,97.104654
10,1731422,329465.2014652015,97.144254
6,2808474,534413.0155558727,97.303479
1,4312141,820539.6508253652,97.344084
