crf,filesize,bitrate,vmaf
63,17025,68031.96803196803,86.180929
62,21010,83956.04395604396,89.98597
61,23908,95536.46353646353,91.445835
59,28958,115716.28371628371,93.667321
58,31437,125622.37762237762,94.093319
53,40506,161862.13786213787,95.299289
50,45927,183524.47552447554,95.793019
48,50328,201110.8891108891,96.007228
43,61111,244199.8001998002,96.251291
40,69459,277558.44155844155,96.406963
37,80084,320015.984015984,96.58401
29,120062,479768.2317682318,96.875658
27,135106,539884.1158841159,96.939408
22,182255,728291.7082917083,97.038685
19,208685,833906.0939060939,97.090351
16,245154,979636.3636363636,97.147684
13,305015,1218841.1588411587,97.207691
8,350299,1399796.2037962037,97.23187
5,360648,1441150.849150849,97.235006
1,484480,1935984.015984016,97.270751
