crf,filesize,bitrate,vmaf
63,15531,9082.2348383324,75.623226
62,19939,11659.94980629127,80.461874
61,23529,13759.31385687483,83.79172
60,26658,15589.093832996274,85.37698
58,32410,18952.754562510658,87.819139
56,37335,21832.801344996467,89.257871
55,39988,23384.225530566997,89.783991
48,59257,34652.37201822568,92.372869
46,65654,38393.216539558,93.070955
43,75853,44357.39869886211,93.787155
41,86552,50613.9713944592,94.417912
40,91921,53753.660973173166,94.671084
39,94934,55515.60634487464,94.761499
33,132806,77662.43512584976,95.652019
31,158105,92456.81148120172,95.81655
26,204950,119850.8808264906,96.053178
13,353868,206935.30859384514,96.755088
8,420294,245779.97612143957,96.935484
7,495488,289752.00409346755,97.107867
6,559553,327216.00350868644,97.130783
4,762909,446134.74330547504,97.193196
1,946640,553577.1545527644,97.246357
