crf,filesize,bitrate,vmaf
63,20296,28624.551918669567,85.230497
62,24659,34777.92795439854,88.873064
61,28758,40558.970441323385,91.041897
60,31568,44522.06616912499,92.270712
59,34324,48409.002761943935,93.146625
55,44333,62525.23946641594,94.468459
54,46691,65850.85502732561,94.769841
51,52712,74342.59857789268,95.478679
50,55310,78006.69918316977,95.766611
47,62512,88164.07122289475,96.018174
44,69999,98723.39425280603,96.210309
40,83691,118033.96603396603,96.486013
32,121073,170755.83240289125,96.878906
28,148894,209993.30081683022,97.012168
23,202597,285733.56055709,97.088501
17,274249,386788.27055297646,97.167966
8,403917,569666.0986072752,97.261248
5,535189,754806.1350414291,97.298821
