crf,filesize,bitrate,vmaf
63,88961,17923.790495219066,82.125224
62,111617,22488.503093545107,86.102059
61,131890,26573.09077477145,88.551176
60,147254,29668.617097188526,90.007762
59,163040,32849.16763908361,91.072291
58,175878,35435.75751979113,91.828815
57,190536,38389.03953189667,92.523438
56,202903,40880.73271266548,92.909589
54,229270,46193.13459649594,93.512003
53,240605,48476.901250010495,93.763023
51,270637,54527.72437646388,94.382751
49,298843,60210.64649636078,94.827997
48,311537,62768.22337326539,94.985588
46,343247,69157.12858570002,95.339886
45,363835,73305.18221274523,95.498866
43,401860,80966.42852945374,95.732979
42,423432,85312.73768248557,95.861139
39,497781,100292.5142084806,96.143825
37,556050,112032.50530981623,96.343665
36,583051,117472.64500205677,96.389705
34,655295,132028.30782662716,96.501767
32,728176,146712.31289718687,96.578126
27,931033,187583.77756697082,96.748521
26,978654,197178.418220435,96.782536
23,1175433,236825.2923547041,96.8824
22,1210591,243908.8978248642,96.893443
21,1247209,251286.66291691503,96.901849
18,1390608,280178.57772479625,96.930667
14,1556510,313604.37881446286,96.963425
8,2250386,453405.9553891487,97.051347
7,2443836,492382.1052896683,97.071628
2,3735602,752646.0766124632,97.119871
1,3932168,792250.0356786072,97.121891
