crf,filesize,bitrate,vmaf
63,54231,19406.62322751875,73.941571
62,67224,24056.182623346802,78.865678
61,78833,28210.47609107311,81.817099
60,88477,31661.592139204076,83.910026
59,97512,34894.77686492612,85.704824
58,106160,37989.47321335381,86.888298
57,115559,41352.91574097544,88.138506
55,130760,46792.61037469992,90.141095
52,158449,56701.14959667199,92.27532
49,188701,67526.86119850299,94.187382
47,213660,76458.4669062281,95.561546
46,226210,80949.49826293108,96.070985
45,240377,86019.17485499576,96.567043
44,255212,91327.89598461242,97.051319
43,271511,97160.51113066038,97.576905
41,305108,109183.234675772,98.361379
40,324323,116059.3436414332,98.73125
38,369768,132321.88706815575,99.398709
36,419110,149978.97624763296,99.762099
35,447863,160268.26904438846,99.8763
34,481858,172433.41732893971,99.887571
33,511161,182919.52823296108,99.893975
20,1069933,382876.7053841681,99.933088
19,1135223,406240.8039721473,99.93729
18,1189763,425758.003190839,99.939748
16,1324022,473802.73457885394,99.945255
15,1414033,506013.2703117778,99.948024
14,1500158,536833.1966540922,99.949727
12,1702172,609124.1296017416,99.953194
11,1866170,667810.9949751741,99.955436
10,2026329,725124.0699598908,99.956669
8,2519457,901590.4692322602,99.959283
4,4667199,1670162.3152966436,99.960333
2,5612148,2008313.3582835076,99.960357
