crf,filesize,bitrate,vmaf
63,18691,12803.881832453262,84.939049
62,23172,15873.497930640786,88.389385
61,26756,18328.642785785643,90.803839
60,29166,19979.56329384901,91.823892
57,36846,25240.58798344513,93.714955
56,38974,26698.33024118739,94.210312
53,45502,31170.201227344085,95.005629
50,51170,35052.94705294706,95.425867
47,57388,39312.45896960182,95.844855
43,67112,45973.68345939775,96.153272
28,114791,78635.19337805052,96.672596
18,168288,115282.20351077494,97.069531
12,235236,161143.54217211358,97.205345
10,318873,218437.33409447692,97.317858
8,427991,293186.3565006422,97.431634
1,1080722,740326.1880976167,97.557819
