crf,filesize,bitrate,vmaf
63,17412,9075.446292837598,87.909615
62,20666,10771.489380185032,90.625038
61,23181,12082.352430178516,92.312905
59,26992,14068.713894800849,93.636189
57,30803,16055.075359423186,94.523584
55,34099,17773.009599096556,95.000714
52,38037,19825.565738609217,95.531836
51,39726,20705.902792859313,95.659668
49,43070,22448.855492333754,95.819562
39,61458,32033.010467793076,96.138746
32,81395,42424.53198974938,96.327546
26,108131,56359.81409894454,96.550081
22,132263,68937.84476393172,96.749225
19,151327,78874.34304825611,96.827049
18,161184,84011.98801198801,96.862433
16,183166,95469.40016505234,96.911003
14,212007,110501.84598010687,96.954597
12,257325,134122.39933979066,97.022978
11,305108,159027.75485384182,97.050075
9,404461,210812.31811666593,97.086671
7,595515,310393.08517569385,97.105972
3,1557091,811583.7206271989,97.192722
2,1721207,897123.9195587022,97.196295
