crf,filesize,bitrate,vmaf
63,16591,26519.08091908092,86.01764
62,20155,32215.784215784217,89.622147
61,23247,37158.041958041955,91.520901
60,25842,41305.894105894105,92.799467
59,28055,44843.156843156845,93.683109
57,31876,50950.64935064935,94.365473
55,35826,57264.33566433567,94.956569
54,37676,60221.378621378615,95.230465
51,42822,68446.75324675324,95.747628
50,45197,72242.95704295704,95.969905
49,47026,75166.43356643357,96.100417
48,49053,78406.39360639361,96.236126
47,51162,81777.42257742258,96.311508
38,74783,119533.26673326675,96.698849
37,77242,123463.73626373625,96.726656
32,99199,158559.84015984015,96.936671
28,122862,196382.81718281718,97.051152
26,139388,222798.001998002,97.115595
23,172029,274971.4285714286,97.177171
20,201614,322260.13986013987,97.222627
15,292337,467271.92807192815,97.340771
12,335595,536415.5844155845,97.380098
2,483243,772416.3836163837,97.400491
