crf,filesize,bitrate,vmaf
63,21199,14949.050949050948,79.857901
62,26374,18598.34283363695,83.01039
61,30778,21703.94311570782,85.017828
60,34788,24531.70359052712,86.786853
57,45577,32139.86013986014,89.177958
55,52192,36804.60715754834,90.273267
54,55588,39199.38884644767,90.758461
53,58513,41262.0320855615,91.140823
52,62111,43799.25956396544,91.516703
51,65990,46534.64182875948,91.898416
49,73794,52037.84450843275,92.585576
48,78384,55274.60774519598,92.975291
44,96796,68258.32990538873,93.91373
42,107924,76105.54151730622,94.384029
41,113187,79816.88899335958,94.574175
39,127045,89589.23429511665,94.898807
35,158224,111575.95345830641,95.470509
32,187100,131938.64958570842,95.827167
31,200692,141523.4177587119,95.990903
29,225457,158987.1305165423,96.173305
26,260723,183855.90879708529,96.327635
25,276075,194681.78879943586,96.392928
19,364864,257293.76505847095,96.62294
13,501497,353644.2381148264,96.885019
7,675815,476569.31303990126,97.026096
4,880114,620636.304871599,97.080783
3,1008111,710896.8678380444,97.100487
1,1050756,740969.1484985603,97.105781
