crf,filesize,bitrate,vmaf
63,42631,21747.274002593153,48.771432
62,52156,26606.244819010775,54.268562
59,77389,39478.30892511744,63.433797
58,84773,43245.095330201715,66.097052
57,92786,47332.752354028955,68.68912
55,109088,55648.86177652136,73.123542
53,125853,64201.16054158607,76.861881
52,134207,68462.77127128192,78.47738
51,143447,73176.35555933429,80.135005
50,153718,78415.88199035007,81.807925
49,164067,83695.19841860268,83.329188
48,175968,89766.23376623377,84.962398
47,187879,95842.37039556188,86.2201
45,213722,109025.61268518715,88.733663
44,227642,116126.59680744787,89.8098
43,241893,123396.43335388017,90.89905
42,259437,132346.12196314323,91.944396
41,274981,140275.55423300105,92.748295
40,293691,149820.0522881374,93.639431
39,312519,159424.74546729866,94.270182
37,355383,181290.87933343253,95.531766
36,375577,191592.4075924076,95.992715
35,405316,206763.10923119434,96.507783
34,433112,220942.63183624885,96.924909
33,459524,234416.13705443492,97.156803
29,586449,299164.1549939422,97.833471
28,617673,315092.3969647374,97.993557
27,654204,333727.88913214445,98.091982
20,911637,465051.71424320363,98.410217
16,1103354,562851.9565540843,98.549744
14,1250205,637764.7884030862,98.627384
12,1417189,722948.0306927116,98.695677
11,1545854,788583.6716475014,98.745798
8,2038694,1039995.2388037494,98.88324
6,2610905,1331896.1889174655,98.949122
5,3193696,1629194.2950666356,98.971607
4,3759536,1917845.2186111761,98.993155
1,5141444,2622795.417348609,99.01896
