crf,filesize,bitrate,vmaf
63,22739,5738.850623061149,92.266871
62,26933,6797.32898680267,93.442125
61,30477,7691.760870708238,94.125972
60,33141,8364.0990588359,94.632756
58,37918,9569.714496030285,95.418421
56,42581,10746.558704453442,95.859506
55,44848,11318.702350281297,95.966193
48,60349,15230.832325569167,96.415048
47,63965,16143.435511856564,96.496882
40,88279,22279.783374520215,96.778831
38,97814,24686.219044113783,96.861063
36,105104,26526.063410273935,96.904499
32,133399,33667.13286713287,97.009607
30,150157,37896.503496503494,97.065919
15,256573,64753.688416846315,97.217607
12,268252,67701.22509069878,97.221542
11,278009,70163.68894263632,97.221834
2,1127255,284495.7148115043,97.241008
1,1232439,311041.96855775797,97.243009
