crf,filesize,bitrate,vmaf
63,38666,8914.009067855222,80.466836
62,46847,10800.046107738415,84.283007
61,54070,12465.227080611696,87.013555
60,59528,13723.5072619688,88.33002
59,64905,14963.113809267654,89.468361
58,70814,16325.366940751557,90.474278
56,81173,18713.51725197879,91.932858
54,91443,21081.14961961116,92.811748
53,96547,22257.81910397295,93.152141
51,107142,24700.376546530395,93.845914
49,120566,27795.127948974103,94.446025
47,133540,30786.136939983095,94.93136
45,149663,34503.11227234304,95.522993
42,178440,41137.32421424729,96.102326
39,209240,48237.91593022362,96.587056
35,262663,60553.98447706139,97.147194
32,317223,73132.1755167909,97.492461
24,512852,118232.22930915239,97.864889
18,698672,161070.92907092907,98.098825
16,767192,176867.44025205565,98.160968
12,1050136,242096.9799431338,98.31576
8,1695490,390876.0470298932,98.467931
7,1948820,449278.41389379854,98.497906
2,4054009,934605.9325290094,98.52065
