crf,filesize,bitrate,vmaf
63,73758,25263.193948908232,76.902585
62,91274,31262.680176965892,80.939161
60,119326,40870.900528043385,84.81923
59,131747,45125.27472527473,86.286126
58,142253,48723.7334094477,87.420766
57,155720,53336.377907806476,88.808906
56,167137,57246.86741829599,89.574553
55,179683,61544.055944055945,90.303429
54,191603,65626.8303125446,90.955631
53,202025,69196.51776794634,91.515563
51,227048,77767.26131011845,92.306684
50,240772,82467.93206793207,92.72516
49,252311,86420.2083630655,93.073414
46,297065,101749.10803482233,93.98734
45,310408,106319.28071928071,94.186374
44,328880,112646.21093192522,94.453187
42,368089,126075.86699015272,94.878935
40,409974,140422.09219352074,95.261692
39,430106,147317.59668902526,95.41075
37,479668,164293.3066933067,95.73036
36,510841,174970.51519908666,95.882916
35,536371,183714.91365777078,96.003261
33,602373,206321.5641501356,96.160904
28,802226,274774.1401455687,96.575318
26,889031,304506.12244897964,96.718029
23,1041558,356748.85114885116,96.875388
22,1070272,366583.8161838162,96.898214
20,1172082,401455.2304838019,96.978804
19,1210568,414637.24846581987,97.008502
15,1435828,491792.093620665,97.128271
11,1731804,593168.2032253462,97.242159
9,1910196,654270.0727843584,97.29801
8,2062953,706591.5798487228,97.342039
6,2628808,900405.1948051949,97.407895
5,2953537,1011629.6275153419,97.434889
3,3634100,1244732.410446696,97.476352
1,3945458,1351377.0800627943,97.487045
