crf,filesize,bitrate,vmaf
63,29263,5895.8856269780645,88.872519
62,33280,6705.22754556368,91.78154
61,37078,7470.445520865689,93.440779
59,43039,8671.46299079072,95.074205
57,48779,9827.953559045996,96.005059
56,51342,10344.344730899355,96.383097
53,59208,11929.180063633845,97.025636
52,62101,12512.059369202227,97.220725
50,68306,13762.237762237763,97.59026
45,85871,17301.219788614748,98.211823
43,95247,19190.288702893744,98.485302
41,105373,21230.467011979614,98.6071
40,110783,22320.469446519863,98.65375
37,131114,26416.7429209446,98.824858
36,135830,27366.918795490223,98.855117
32,166499,33546.08416793291,99.020135
30,190098,38300.79164532947,99.127219
28,209002,42109.554311234984,99.153597
23,271573,54716.308901182856,99.217457
18,343233,69154.30787699694,99.269183
13,522368,105246.28312863607,99.310262
4,2753684,554810.0303058285,99.375836
3,3498839,704943.25842225,99.39329
