crf,filesize,bitrate,vmaf
63,96097,26483.034207172142,57.301584
62,122419,33737.02159909056,62.848971
61,147202,40566.8813944676,66.749814
60,166530,45893.416927899685,69.726213
59,186409,51371.80061317992,71.816577
58,203867,56182.98942436873,73.642629
57,224433,61850.701023114816,75.517472
56,242001,66692.20434737677,76.945361
55,260914,71904.37149057839,78.342626
53,299999,82675.66915842777,80.775892
50,363367,100139.03338041267,83.95438
49,389744,107408.1780288677,84.877052
48,417513,115060.93906093905,85.791608
47,446063,122928.93313582968,86.586271
46,472752,130284.0607668194,87.307337
45,505184,139221.88156670917,88.114458
43,578255,159359.26142822692,89.577914
41,662526,182583.2098935547,90.840702
40,705732,194490.1994557167,91.355377
39,754171,207839.33308071241,91.808543
38,801789,220962.2102035895,92.222634
36,915108,252191.3948120845,93.068576
35,965453,266065.79627269285,93.400232
34,1054824,290695.235798684,93.829466
32,1188230,327460.12608081574,94.236746
31,1280081,352773.0200833649,94.504947
27,1612684,444433.9109166695,95.159382
26,1714742,472559.716145923,95.355425
25,1793675,494312.58396775636,95.446491
24,1956404,539158.4966757381,95.620271
20,2355120,649039.2366254436,95.96779
19,2482518,684148.403320817,96.065958
17,2740314,755193.4961590135,96.224102
15,3058502,842881.807847325,96.37529
13,3405390,938479.4515828999,96.511872
11,3893198,1072912.7424299838,96.659021
8,4899273,1350173.4127941024,96.857319
7,5378511,1482244.9274863068,96.93272
4,7318264,2016814.6336422197,97.054849
1,8800944,2425421.1994901653,97.132666
