crf,filesize,bitrate,vmaf
63,19126,17637.13209867056,91.689304
62,23138,21336.81702912472,93.752125
60,28777,26536.847767617,94.798332
58,33622,31004.687620072236,95.546601
57,35803,33015.90716975332,95.835004
54,41690,38444.63229078614,96.278989
53,43331,39957.88826558057,96.393011
52,45625,42073.31130408053,96.430873
46,58586,54025.35925612849,96.630613
43,66451,61278.10650887574,96.740386
38,88423,81539.69107815261,96.886676
34,112988,104192.42296165372,97.014556
30,163550,150818.4123568739,97.104512
25,226429,208802.58203335127,97.176468
16,333117,307185.42995466077,97.251747
1,517511,477225.2363021593,97.258129
