crf,filesize,bitrate,vmaf
63,44370,12817.062455616673,86.341017
62,54898,15858.262219708002,92.346319
61,64721,18695.8102138825,95.571938
58,75192,21720.544515725236,98.530677
54,93148,26907.45399179134,99.222736
46,137109,39606.369534080375,99.522332
41,170011,49110.696532383285,99.667323
39,194388,56152.42588736565,99.699057
35,241440,69744.23167194251,99.742052
31,294069,84947.05294705294,99.769664
26,380167,109817.98923967598,99.792435
22,464781,134260.2457783181,99.809209
19,550283,158959.01688672774,99.823072
17,602348,173998.9167459047,99.830772
11,1012487,292474.8504507541,99.857747
9,1345306,388615.529049264,99.875907
8,1589048,459024.73430184275,99.885912
7,1884351,544328.2500631899,99.895186
5,2853636,824323.4356005441,99.907781
4,3296264,952184.3939193336,99.911763
1,3956997,1143048.854759698,99.915187
