crf,filesize,bitrate,vmaf
63,48135,12148.272779851728,61.369198
62,61490,15518.796992481204,67.602701
61,71951,18158.935801041065,71.850876
60,82290,20768.284347231718,74.873767
58,101541,25626.836321573166,78.825234
57,111822,28221.546874178457,80.836856
56,121513,30667.353698932642,82.422023
55,130791,33008.927914191074,83.726515
54,139850,35295.23108470477,84.956301
52,159382,40224.7016141753,86.799907
51,169932,42887.3021715127,87.722148
50,181512,45809.85330459015,88.681112
48,203963,51476.01871812398,90.282218
47,218202,55069.64614333036,91.07255
46,232412,58655.95457174404,91.833696
44,265359,66971.09206582891,93.077306
43,283998,71675.18796992481,93.678807
42,301336,76050.93853514908,94.227675
41,321693,81188.62190441138,94.81164
40,345287,87143.25674325674,95.278709
39,370414,93484.78889531521,95.656149
38,397001,100194.79467900521,95.993895
37,425867,107479.97265892003,96.344634
36,454447,114692.97018770702,96.686774
35,483729,122083.13791471685,96.991268
32,602808,152136.2006414638,97.495023
31,654210,165108.99626689102,97.670227
28,794580,200535.46453546453,98.00763
26,906137,228690.13092170985,98.181447
20,1299330,327923.8656080761,98.486702
16,1635772,412834.82832956524,98.555001
12,2253558,568751.1646248489,98.676426
10,2751383,694391.8397392082,98.731997
8,3655987,922695.0733477048,98.794981
1,8848491,2233175.0775540248,98.826841
