crf,filesize,bitrate,vmaf
63,87406,11147.06570025719,68.465461
62,104739,13357.578591621144,71.293168
59,149903,19117.435755733626,75.998998
57,177827,22678.640508427743,78.268806
56,190959,24353.391289561503,79.302952
54,221831,28290.560503326462,80.929522
53,236955,30219.35511297213,81.651353
52,253219,32293.53625098306,82.39025
50,289576,36930.21871745276,83.787909
49,307124,39168.15099793823,84.392129
47,351523,44830.44614959509,85.774477
46,375103,47837.65170999214,86.388781
45,400275,51047.888281930835,87.015513
43,457255,58314.66405934491,88.210927
42,491875,62729.823368121244,88.841218
41,522445,66628.47790507365,89.369484
40,561230,71574.80817055286,89.959858
39,604141,77047.33564308033,90.457927
38,654069,83414.75545730865,90.873974
37,704903,89897.71930197462,91.193193
35,823221,104987.05549769379,91.78208
32,1024113,130607.22256466938,92.740929
31,1111742,141782.7279103875,93.114517
30,1193242,152176.58936807874,93.432516
27,1449552,184864.3271621995,94.229051
25,1670870,213089.4637277616,94.707628
24,1788421,228080.9828469403,94.905033
23,1879863,239742.76787042743,95.058031
19,2382720,303873.1481284673,95.605004
18,2494742,318159.5425850745,95.704443
17,2628897,335268.6037366888,95.807947
13,3414121,435409.82421833486,96.147336
11,3977493,507257.80602376343,96.38897
9,5042882,643129.0411715943,96.654616
8,5621143,716875.8475566986,96.737478
7,6691844,853424.5329138946,96.883851
5,9202346,1173593.9804875974,97.106162
3,11444788,1459577.188768678,97.22871
1,11792746,1503952.9831870256,97.238726
