crf,filesize,bitrate,vmaf
63,44372,11081.918081918082,89.422106
62,53319,13316.433566433567,91.222159
61,61505,15360.889110889111,92.357813
59,73615,18385.364635364636,93.673516
56,89432,22335.664335664336,94.634841
55,94883,23697.052947052947,94.858184
52,109110,27250.24975024975,95.172084
48,131680,32887.11288711289,95.662878
47,140136,34999.000999001,95.814696
46,147137,36747.5024975025,95.897643
41,188881,47173.07692307692,96.263304
40,201164,50240.75924075924,96.354995
38,224515,56072.67732267732,96.51928
32,316881,79141.10889110889,96.746206
29,366508,91535.46453546453,96.81831
23,514116,128400.5994005994,96.959134
18,609287,152169.58041958042,96.997742
7,1061149,265022.2277722278,97.102509
6,1276150,318718.7812187812,97.136442
5,1573437,392966.28371628374,97.159467
1,2540538,634500,97.195748
