crf,filesize,bitrate,vmaf
63,102963,32915.24475524475,51.492762
61,151911,48562.957042957045,61.304401
60,173509,55467.41258741259,64.525324
59,196969,62967.1128871129,67.983543
57,239036,76415.1048951049,72.873895
56,260297,83211.82817182817,75.246585
55,282299,90245.43456543457,77.355252
54,304439,97323.15684315684,79.28804
53,328041,104868.25174825174,81.321049
51,376889,120483.996003996,84.711636
49,436876,139660.65934065933,88.048906
48,467919,149584.4955044955,89.634649
46,533921,170684.03596403595,92.388532
44,616726,197155.16483516488,94.779547
43,660027,210997.64235764235,95.689427
40,815980,260852.74725274724,97.439648
39,870738,278357.8021978022,97.888712
38,928637,296866.973026973,98.240953
37,995103,318114.84515484516,98.516363
36,1058004,338223.05694305693,98.699485
35,1128214,360667.8121878122,98.815447
33,1296543,414479.28071928077,98.925527
28,1728687,552627.2127872128,99.129466
20,2539654,811877.4025974027,99.348419
16,3043158,972837.7222777223,99.391674
13,3649292,1166606.8331668333,99.428509
9,4778820,1527694.7052947052,99.45155
4,8511345,2720909.4905094905,99.491556
2,10263055,3280896.7032967033,99.502081
