crf,filesize,bitrate,vmaf
63,20838,33307.492507492505,82.283436
62,25837,41297.9020979021,87.189484
61,29539,47215.18481518482,89.762125
60,32545,52019.98001998002,91.37143
59,35615,56927.07292707293,92.498161
57,40315,64439.56043956044,93.553243
55,45829,73253.14685314686,94.545862
53,49354,78887.51248751249,95.060161
52,51968,83065.73426573427,95.342421
50,56082,89641.55844155845,95.744822
49,58543,93575.22477522478,95.950651
46,65930,105382.61738261738,96.270806
39,87544,139930.46953046953,96.61255
32,119967,191755.44455544456,96.934523
31,127410,203652.34765234764,96.999945
28,145491,232553.04695304696,97.107325
26,162424,259618.78121878122,97.138223
13,291122,465329.8701298702,97.247991
10,330619,528461.938061938,97.27892
1,487966,779965.6343656344,97.312806
