crf,filesize,bitrate,vmaf
63,22033,18215.99090564608,69.034063
62,28223,23333.631885356026,74.263513
61,33657,27826.242722794443,77.535503
59,42079,34789.21078921079,81.190331
58,46263,38248.37231733784,82.831865
57,49861,41223.05280925971,84.117697
55,57767,47759.41300079231,85.914783
54,61566,50900.27214165146,86.71755
53,64538,53357.40121947018,87.222766
52,69133,57156.36088049881,87.919234
51,73591,60842.05449722692,88.581889
49,82963,68590.4440387199,89.750568
48,88700,73333.5629887354,90.240449
45,104471,86372.38623445519,91.540282
43,118033,97584.89786075991,92.373688
41,134131,110894.07144579558,93.190093
39,150274,124240.44920596645,93.811699
38,158958,131420.02824761445,94.117488
36,179171,148131.31695890316,94.558069
34,204231,168849.90871197768,95.039189
30,267014,220756.3471011747,95.682649
29,280681,232055.66846946158,95.775312
28,298591,246862.930173275,95.861153
27,320715,265154.15618863894,95.949567
24,392814,324762.68559027184,96.202714
21,456089,377075.8896276138,96.424708
18,518374,428570.6018119812,96.604861
14,638336,527750.3186468703,96.845338
9,810710,670262.151641462,97.065827
5,1236155,1022002.8247614455,97.230936
3,1637271,1353629.2672844396,97.334653
1,1842222,1523074.4427985807,97.364623
