crf,filesize,bitrate,vmaf
63,52520,19675.324675324675,76.629806
62,61909,23192.682317682316,79.110419
61,71078,26627.622377622378,81.421074
60,78108,29261.23876123876,82.862017
57,99376,37228.77122877123,86.61095
56,105508,39525.97402597403,87.599225
55,112375,42098.52647352647,88.578753
54,119915,44923.2017982018,89.547767
52,133760,50109.89010989011,90.863286
51,141399,52971.653346653344,91.583072
50,148914,55786.96303696304,92.221093
49,156913,58783.59140859141,92.812606
48,165594,62035.71428571428,93.380362
46,181978,68173.57642357642,94.1801
44,204092,76458.04195804195,94.948078
42,229063,85812.81218781219,95.50462
40,255136,95580.41958041958,95.983545
38,283517,106212.66233766233,96.404225
36,319217,119586.78821178821,96.734582
34,359681,134745.62937062938,96.965777
32,400566,150062.18781218783,97.12557
30,449984,168575.42457542458,97.259105
27,516946,193661.0889110889,97.389033
26,551533,206618.25674325673,97.433639
25,591128,221451.54845154844,97.483381
22,672726,252020.22977022978,97.568336
17,801230,300161.0889110889,97.637385
16,835329,312935.43956043955,97.643934
12,958958,359250,97.660708
7,1452659,544202.922077922,97.707277
6,1597521,598471.9030969031,97.719326
5,1830071,685591.033966034,97.733771
4,2072003,776224.9000999001,97.74378
2,2988254,1119475.7742257742,97.756405
