crf,filesize,bitrate,vmaf
63,40366,13631.21385656597,85.572888
61,57976,19577.943183576983,89.264139
59,72224,24389.357121751487,90.926041
57,85993,29039.017320707462,92.055484
54,103357,34902.67478999874,92.94335
53,109268,36898.76320862237,93.184397
51,122246,41281.31023905672,93.58355
50,128814,43499.2613020782,93.782209
47,151539,51173.27742679856,94.438026
46,158012,53359.14789435916,94.597264
44,178230,60186.57398939089,94.969898
43,187312,63253.47891545075,95.117727
41,210439,71063.24661254238,95.452552
39,232804,78615.69416498994,95.696375
37,261697,88372.58516131755,95.873407
35,296292,100054.98726625487,96.064228
34,312811,105633.2962811836,96.124801
33,329790,111366.9429162387,96.174588
30,407736,137688.56495617056,96.377788
27,471888,159352.08453518312,96.499821
24,564565,190648.2250144222,96.608253
22,630516,212919.24976432018,96.671806
13,834451,281786.15750446735,96.846505
9,995175,336061.12197661493,96.979316
6,1508336,509350.70563239575,97.193201
1,2371661,800887.3380140987,97.252848
