crf,filesize,bitrate,vmaf
63,36983,23965.007965007968,85.653979
62,45696,29611.037611037613,88.346721
61,52873,34261.73826173826,90.243131
59,63823,41357.345357345366,91.863935
58,69180,44828.684828684825,92.484961
57,73419,47575.55957555958,92.96235
56,78306,50742.33874233874,93.48904
55,83283,53967.437967437974,93.906099
54,87040,56401.976401976404,94.212335
53,91288,59154.68315468315,94.52653
52,95345,61783.62178362179,94.737843
49,109187,70753.24675324676,95.274242
45,132009,85541.91754191753,95.76294
41,161455,104622.94462294462,96.217674
40,167421,108488.91648891648,96.295711
39,174997,113398.16939816938,96.345944
35,216784,140476.17247617248,96.621776
34,230484,149353.78135378135,96.703717
32,249636,161764.28976428977,96.802987
28,308064,199625.6716256716,96.944246
25,364398,236130.14013014015,97.023306
22,410567,266047.68204768206,97.068106
15,563774,365325.9173259173,97.145625
4,1263224,818569.9705699704,97.295203
2,1661479,1076639.4686394688,97.326119
