crf,filesize,bitrate,vmaf
63,35272,10571.02897102897,75.924165
61,52562,15752.847152847153,81.076732
60,59245,17755.744255744255,82.953109
57,78920,23652.347652347653,86.313831
56,84731,25393.906093906095,86.942117
55,91795,27510.98901098901,87.704233
52,109962,32955.64435564436,89.473878
49,132945,39843.656343656345,90.938963
46,161075,48274.22577422577,92.181887
43,191750,57467.53246753247,93.129678
41,217233,65104.795204795206,93.793239
40,229928,68909.49050949051,94.106658
39,245086,73452.34765234766,94.417295
38,260623,78108.79120879121,94.665137
36,293296,87900.8991008991,95.077273
34,337448,101133.26673326675,95.376635
33,356682,106897.70229770229,95.502752
31,410157,122924.1758241758,95.821064
30,433135,129810.68931068931,95.935258
27,508750,152472.52747252746,96.297236
26,532284,159525.67432567434,96.353806
25,567190,169987.01298701297,96.386488
13,1033788,309826.5734265734,96.710899
12,1106192,331526.0739260739,96.75973
10,1271385,381034.46553446556,96.837598
8,1567657,469827.27272727276,96.932563
6,2031433,608821.0789210789,97.002334
5,2402608,720062.3376623377,97.045865
1,3106636,931059.7402597402,97.117915
