crf,filesize,bitrate,vmaf
63,34239,6898.446091723402,84.206734
62,41633,8388.183245326101,87.880607
61,47496,9569.455754329703,89.728586
60,51814,10439.442910031146,90.925168
59,56245,11332.197214550155,91.914787
58,61026,12295.469236645707,92.658417
53,79965,16111.283674308885,94.338399
50,91218,18378.529033991217,94.789122
47,106019,21360.622570706604,95.36237
45,117418,23657.283892578012,95.678062
44,122004,24581.267472023774,95.784761
41,141596,28528.647822765473,95.986863
38,169009,34051.79694255324,96.257105
37,177703,35803.45704715452,96.322608
35,199429,40180.79399592005,96.416365
27,332756,67043.41037114146,96.706859
25,388216,78217.4464191271,96.794049
17,558437,112513.43614368825,96.949025
10,798824,160946.41492960817,97.051741
6,1334978,268970.29021398764,97.218496
4,1790765,360801.8871884418,97.240262
