crf,filesize,bitrate,vmaf
63,38251,6155.07981950935,87.33994
62,46989,7561.136849727453,89.436055
61,54890,8832.509772107089,91.084668
60,61667,9923.016580734702,91.91365
59,67233,10818.6578522149,92.480292
58,72498,11665.864337005278,92.986312
57,78606,12648.72040710967,93.46206
55,88952,14313.525400773724,93.935297
51,108940,17529.852697637933,94.603997
47,133874,21542.055260176065,95.081226
43,164721,26505.735874863392,95.461489
41,186255,29970.834534592927,95.709723
39,208720,33585.74311594445,95.940701
36,248590,40001.34094093826,96.134235
35,262254,42200.05497857847,96.200304
32,311313,50094.281557368806,96.363861
30,352230,56678.35520184514,96.452737
27,406627,65431.534908044974,96.546313
22,551702,88775.9757021502,96.704435
16,671330,108025.66560955821,96.804697
15,692722,111467.91463569985,96.817269
9,977842,157347.40427357875,96.956732
8,1179445,189787.93019061474,97.003704
6,1732007,278702.290997593,97.116228
3,2745169,441733.1393438776,97.166703
2,2992067,481462.21563671227,97.169322
