crf,filesize,bitrate,vmaf
63,42835,19018.75901875902,78.152509
62,51499,22865.578865578864,80.760869
60,65206,28951.49295149295,83.184561
59,71047,31544.899544899545,83.996353
58,76997,34186.70218670218,84.748257
57,82640,36692.19669219669,85.411726
56,88637,39354.867354867354,86.052871
53,103797,46085.91408591408,87.014352
46,156514,69492.28549228549,89.92263
44,177755,78923.29892329892,90.713864
42,202604,89956.26595626595,91.31158
38,262002,116329.00432900432,92.587166
37,275558,122347.87434787436,92.84088
35,318619,141466.97746697746,93.40379
34,336480,149397.26939726938,93.585455
32,389655,173006.993006993,94.054555
30,445857,197960.70596070596,94.442186
28,499765,221895.88189588187,94.771297
26,574293,254986.34698634697,95.113796
23,689278,306039.73803973803,95.488756
20,854687,379481.4074814075,95.81789
16,1057987,469746.6977466977,96.084684
14,1212112,538178.2661782661,96.234562
11,1509221,670094.7940947941,96.523302
9,1740275,772682.8726828727,96.658999
7,2168184,962674.6586746587,96.828767
4,2972001,1319569.7635697634,96.966512
2,3504606,1556046.62004662,97.007843
