crf,filesize,bitrate,vmaf
63,50328,14538.13656223295,61.182066
58,92018,26581.03342440692,72.323541
57,100814,29121.914230347968,74.281285
53,130148,37595.56106544058,80.105823
50,155803,45006.46341610197,83.745742
48,174164,50310.364334460726,85.668615
46,195787,56556.55188185308,87.686186
42,251760,72725.34694221441,90.026864
40,284832,82278.78145950435,91.195891
39,302040,87249.6178520275,91.751836
38,322292,93099.76770217734,92.16419
35,388522,112231.4793640095,93.352465
34,413815,119537.81158600436,93.746042
28,590219,170495.239700059,95.093853
24,733508,211886.81198319755,95.939528
21,835837,241446.3608680476,96.31131
19,928473,268205.9145673603,96.587455
16,1063751,307283.3672351744,96.85102
13,1294206,373854.3865772781,97.218393
11,1524904,440495.6007847574,97.411425
10,1650064,476650.28946956655,97.495956
7,2345008,677397.2052044341,97.856656
6,2833512,818510.2608235138,97.964563
5,3606590,1041827.5700203411,98.107928
1,5131875,1482433.2294211814,98.233175
