crf,filesize,bitrate,vmaf
63,69208,10242.794242794243,87.764449
62,84833,12555.296555296556,90.075797
61,98059,14512.746512746511,91.35971
60,108292,16027.232027232027,92.213467
59,118712,17569.393569393567,92.955176
58,128415,19005.439005439006,93.444755
56,147291,21799.089799089797,94.186671
54,164922,24408.48040848041,94.664339
48,221062,32717.208717208712,95.561832
45,259994,38479.15047915048,95.884087
41,318147,47085.80308580308,96.169369
38,374329,55400.7474007474,96.418216
36,418620,61955.82195582196,96.530878
34,465415,68881.48888148887,96.613831
32,516409,76428.60842860842,96.694304
30,601320,88995.448995449,96.76756
26,712907,105510.3415103415,96.854742
24,828000,122544.12254412255,96.934494
18,1009069,149342.36134236134,96.988214
9,1598080,236516.07651607651,97.055976
7,2081243,308024.272024272,97.102412
4,3133909,463818.9958189958,97.145797
3,3696962,547150.9231509232,97.168698
