crf,filesize,bitrate,vmaf
63,189457,5876.359087225841,76.968025
62,234292,7266.999494683841,79.946993
61,270514,8390.491785058408,81.74055
60,308074,9555.484618874012,83.100893
59,340050,10547.279370047805,84.075335
57,405483,12576.80482518775,85.461226
56,438128,13589.34984808206,86.012957
54,505149,15668.1300588157,86.861042
52,579122,17962.5394010905,87.489818
51,624644,19374.488383544012,87.862301
49,727459,22563.485673446863,88.49998
47,868955,26952.245684457845,89.039261
46,950559,29483.34459848043,89.238998
43,1350924,41901.40519247893,89.82353
41,1788762,55481.760154463904,90.363141
40,2099395,65116.61688893254,90.654287
39,2461819,76357.86722979478,90.992862
37,3464760,107465.93639219772,91.749273
36,4158665,128988.68272736321,92.243463
35,5010833,155420.24857419427,92.652025
34,6075999,188458.34114139416,93.137295
33,7040883,218386.002096222,93.481716
32,8154203,252917.67999141867,93.85362
31,9409359,291848.66362615395,94.251024
30,10619768,329391.73633610894,94.598531
28,12910553,400444.66788063163,95.087866
26,15340006,475798.6437882945,95.50869
25,16605670,515055.55246823037,95.704945
24,18020493,558938.9032700805,95.894616
23,19276425,597893.9559793376,96.056787
22,20040143,621582.0815665576,96.130837
19,23701052,735131.9417968836,96.420215
17,26287804,815364.8369741512,96.567385
14,31646031,981560.1526545899,96.851201
11,40513244,1256593.1558738803,97.232232
10,42622039,1322001.3311397529,97.304243
7,61901233,1919981.1727728934,97.876374
6,75501922,2341831.684486277,98.156946
5,94638501,2935388.058254811,98.381695
3,130644446,4052179.0034028073,98.675142
1,132378799,4105973.167841214,98.680022
