crf,filesize,bitrate,vmaf
63,69962,54110.019013244826,70.078987
62,84295,65195.44971157874,74.320474
61,98662,76307.17669427347,78.119587
60,109310,84542.55421997356,80.522376
58,133327,103117.78544036609,85.039149
57,143968,111347.74902516838,86.804848
56,156311,120894.07366826721,88.72855
54,178144,137780.15532854243,91.52984
52,200465,155043.66601140794,93.8434
50,225311,174260.06251812706,95.669412
49,238636,184565.88572717606,96.459332
48,252451,195250.68479907193,97.038746
47,266620,206209.27459637134,97.496823
45,296432,229266.47546002385,97.917884
43,331590,256458.38032934806,98.026053
41,368529,285027.7464471013,98.087119
37,455990,352671.8442847475,98.218733
34,534227,413181.9148593342,98.313207
33,560577,433561.5352389546,98.332409
32,588223,454943.5081047984,98.349595
28,721708,558183.4939254294,98.404239
24,885452,684826.3994070446,98.439515
19,1083458,837968.225323064,98.479009
14,1360054,1051893.1391189455,98.530887
13,1415519,1094790.8865328222,98.534465
11,1561757,1207894.299249138,98.534617
