crf,filesize,bitrate,vmaf
63,65382,18661.909519052377,78.013199
62,81522,23268.73126873127,82.096982
61,95176,27165.976880262595,84.819865
60,107565,30702.15498786927,86.502
59,119801,34194.66248037676,87.913803
57,140755,40175.538746967315,89.951406
56,150732,43023.26245183388,90.757656
54,171995,49092.33623519338,91.842221
52,192186,54855.43028400171,92.634511
51,203561,58102.18353075496,93.073797
50,215395,61479.948622805765,93.466064
49,226804,64736.40645069217,93.804182
48,237935,67913.5150563722,94.09198
46,265251,75710.28971028971,94.727913
45,280012,79923.50506636221,94.980006
44,294975,84194.3770515199,95.21126
42,329789,94131.2972741544,95.629708
41,349071,99634.93649207936,95.832367
40,370565,105769.94434137292,95.997167
38,411310,117399.74311402884,96.258282
36,461010,131585.557299843,96.468416
34,520629,148602.54031682602,96.6829
32,577468,164826.0311117454,96.800423
31,628553,179407.16426430712,96.891892
27,771466,220198.65848437278,97.119682
26,818016,233485.37177108604,97.179328
24,908171,259218.21036106747,97.263702
22,998421,284978.16469245043,97.320851
19,1121045,319978.59283573565,97.384782
15,1299065,370790.63793349505,97.459157
12,1476265,421368.6313686314,97.512134
7,2193338,626041.958041958,97.658565
3,3592855,1025504.4955044955,97.691473
1,3792786,1082570.5722848577,97.694226
