crf,filesize,bitrate,vmaf
63,43569,29016.983016983017,50.250428
61,65195,43419.91341991342,59.093643
60,74921,49897.43589743589,62.48144
59,84454,56246.420246420246,65.44709
58,92681,61725.607725607726,67.71774
57,102865,68508.1585081585,70.429577
56,111956,74562.77056277056,72.38847
55,121738,81077.58907758909,74.416574
53,142773,95086.91308691309,78.167402
51,167532,111576.42357642358,81.535278
49,196527,130887.11288711289,84.779254
48,212991,141852.14785214784,86.361962
47,226529,150868.4648684649,87.42449
46,243235,161994.67199467198,88.611265
45,262374,174741.25874125873,89.880601
44,283755,188981.01898101898,91.190643
42,327934,218404.2624042624,93.172391
41,353458,235403.26340326338,94.200008
40,379236,252571.42857142858,95.027167
39,406934,271018.315018315,95.759907
38,438785,292231.10223110224,96.428184
37,472680,314805.1948051948,97.029818
36,505403,336598.7345987346,97.556312
35,544307,362508.8245088245,98.015146
34,589529,392626.7066267066,98.408133
33,629163,419022.977022977,98.684084
32,672191,447679.65367965365,98.977121
31,719026,478871.7948717949,99.184903
25,1051610,700372.9603729604,99.641099
24,1119337,745479.1874791874,99.719308
22,1223314,814727.9387279387,99.798191
20,1357095,903826.1738261739,99.848028
17,1579230,1051768.2317682318,99.882753
16,1641143,1093002.3310023309,99.886475
11,2300079,1531854.1458541458,99.905087
10,2445612,1628779.2207792208,99.90733
8,2906053,1935433.2334332333,99.913526
7,3202193,2132662.670662671,99.915844
6,3626977,2415569.0975690973,99.917199
1,5622393,3744517.4825174827,99.923312
