crf,filesize,bitrate,vmaf
63,8572,29360.353931782505,57.29913
62,10597,36296.27515341801,61.198369
61,12496,42800.62794348508,64.68048
60,13964,47828.74268588555,66.78737
58,17180,58844.01312972741,71.066431
54,23019,78843.44227201371,76.75815
52,26086,89348.3659197945,79.739706
49,32120,110015.69858712716,83.310936
47,36279,124260.88197516768,85.383874
46,38664,132429.8558584273,86.534427
43,45814,156919.65177679464,88.83316
41,50928,174435.8498644213,90.28088
39,56843,194695.59012416156,91.449785
38,60796,208235.19337805052,92.034549
35,71890,246233.76623376625,93.126311
34,75980,260242.6145283288,93.49053
33,80079,274282.289139432,93.759235
32,83917,287428.00057085766,93.935003
30,94963,325262.16640502354,94.431872
25,125336,429294.1344369916,95.225647
24,133258,456428.1432852861,95.395341
23,137390,470580.8477237049,95.476131
18,168193,576085.6286570572,95.952549
16,185405,635039.2464678179,96.119098
11,255682,875748.2517482517,96.329701
9,300385,1028862.5660054231,96.447814
7,373054,1277764.5211930927,96.54976
5,508026,1740063.3652062223,96.719467
2,836506,2865155.416012559,96.875729
1,865908,2965861.567004424,96.888602
