crf,filesize,bitrate,vmaf
63,166184,16001.733206552482,60.034929
61,245773,23665.298556864822,67.806106
60,280393,26998.832492808397,71.094161
58,348312,33538.702261593826,75.630885
57,383284,36906.13001456374,77.746331
56,413433,39809.15470072097,79.406787
54,482887,46496.828472732086,82.371926
52,553088,53256.430316671285,84.966993
51,595492,57339.47979731112,86.15747
48,724200,69732.67696159262,89.542586
46,828228,79749.45536391319,91.378588
45,885760,85289.16866266265,92.13749
44,948359,91316.77960593623,92.880386
43,1009990,97251.18255238737,93.553188
42,1079427,103937.21940709894,94.26755
41,1148529,110590.9993620837,94.767889
40,1229092,118348.35044473599,95.27916
37,1491776,143641.9965576592,96.278155
36,1585055,152623.76178038827,96.598622
34,1826941,175914.78401116957,96.980889
33,1938479,186654.69470288747,97.156697
32,2059265,198285.08840557034,97.303939
31,2214389,213221.8624748745,97.491037
29,2486623,239435.07095314324,97.730256
27,2801507,269755.0160682691,97.887935
25,3139659,302315.41952023876,98.049961
24,3310951,318808.998230685,98.110512
19,4189669,403420.0979743148,98.342358
16,4833324,465397.1570598076,98.422486
14,5461037,525839.1728753174,98.47903
13,5921988,570223.8002960895,98.518026
12,6294969,606137.8621378621,98.544556
10,7320391,704874.9804412455,98.615761
7,10411798,1002544.2509297931,98.702692
4,16269954,1566621.7156337637,98.771732
1,19960583,1921989.6248329985,98.808591
