crf,filesize,bitrate,vmaf
63,65698,12501.403358546217,71.179878
62,84472,16073.830930973789,76.059708
61,100038,19035.821321535605,79.273333
60,114959,21875.077303648734,81.429545
59,127474,24256.50539936254,83.02338
58,139305,26507.777936349365,84.337048
57,153175,29147.043432757717,85.638477
56,165403,31473.859473859473,86.751216
53,202072,38451.45330859617,88.881939
50,244040,46437.372151657866,90.458849
49,258921,49269.01669758813,90.915762
48,277072,52722.896151467576,91.439262
47,295522,56233.67109081395,91.90603
46,313670,59686.979686979685,92.336868
45,331959,63167.11859569003,92.736469
42,403769,76831.54940297798,93.790301
41,429384,81705.72284857999,94.068702
40,458438,87234.2895200038,94.322727
39,485598,92402.45468816896,94.551159
38,518030,98573.80714523573,94.804359
36,584091,111144.28428714143,95.158399
35,625065,118941.05894105895,95.343017
34,674659,128378.0980923838,95.549771
32,751835,143063.60306360305,95.806885
30,859884,163623.8047666619,96.093196
28,972811,185112.22111222113,96.296085
27,1018139,193737.50059464344,96.340881
26,1064056,202474.85847485848,96.378551
21,1384936,263533.7995337995,96.640854
19,1496508,284764.3784786642,96.724523
15,1797330,342006.5648637077,96.882908
12,2026672,385647.11478997197,96.939913
7,2956480,562576.4711478997,97.151687
6,3465559,659447.0291613148,97.190747
3,4978792,947393.9393939393,97.28725
1,5335913,1015349.0319204604,97.2959
