crf,filesize,bitrate,vmaf
63,75381,10040.75924075924,87.373779
62,91678,12211.52181152181,91.878832
61,106280,14156.510156510156,94.298387
60,118048,15724.009324009323,95.869054
59,128635,17134.199134199134,96.867906
58,139352,18561.704961704963,97.693034
57,150274,20016.516816516818,98.382717
56,161114,21460.40626040626,98.917014
55,170132,22661.605061605063,99.340332
54,180254,24009.85680985681,99.615404
53,189038,25179.88677988678,99.816532
52,198246,26406.3936063936,99.884448
51,210629,28055.810855810854,99.920587
50,220495,29369.96336996337,99.934955
48,240987,32099.5004995005,99.964759
47,251248,33466.26706626707,99.973479
43,303782,40463.80286380286,99.982961
41,329999,43955.91075591075,99.984305
38,382311,50923.876123876114,99.985648
35,439251,58508.291708291705,99.98672
32,500889,66718.48151848152,99.987314
28,614698,81877.85547785548,99.988025
25,714996,95237.56243756243,99.98855
