crf,filesize,bitrate,vmaf
63,18593,9484.813059281145,86.577167
62,22669,11564.095478989097,88.890615
60,29388,14991.646651221121,91.067711
59,32260,16456.734754607096,91.824954
56,40637,20730.078432206094,93.142436
53,48264,24620.82598252811,93.754116
50,56382,28762.046464174127,94.203809
46,68918,35157.01319956639,94.789697
44,76981,39270.17663187876,95.11557
43,81046,41343.847641719985,95.230709
38,109389,55802.41035560185,95.798966
37,118115,60253.78876442707,95.91496
36,124367,63443.11008140796,95.985392
34,140950,71902.56551958679,96.120236
32,156362,79764.66087104384,96.208818
31,174062,88793.92947478054,96.288016
30,187821,95812.78296171913,96.340309
28,215422,109892.83057368164,96.435713
26,232679,118696.11239824006,96.487038
25,249530,127292.2821858992,96.526824
21,303371,154758.0929708589,96.639319
13,424550,216574.91444725488,96.844165
10,458091,233685.12338725105,96.89201
6,682561,348193.59364040213,97.063874
4,941471,480270.8780581121,97.134272
1,1352262,689826.9390184284,97.206829
