crf,filesize,bitrate,vmaf
63,17088,25606.393606393605,84.822081
62,20817,31194.305694305694,88.594129
61,24128,36155.844155844155,91.048047
60,26600,39860.13986013986,92.291302
59,28958,43393.606393606395,93.137801
57,33072,49558.44155844156,93.996512
54,39048,58513.48651348651,95.098469
52,42538,63743.256743256745,95.583286
49,48556,72761.23876123877,96.194278
45,57094,85555.44455544456,96.422177
39,74508,111650.34965034966,96.721294
38,77884,116709.29070929071,96.770623
33,101330,151843.15684315684,97.015075
29,124490,186548.45154845156,97.145822
26,150746,225893.1068931069,97.213701
20,221515,331940.5594405594,97.318707
12,368437,552103.3966033966,97.477281
1,550274,824586.4135864136,97.526781
