crf,filesize,bitrate,vmaf
63,43576,9006.717420510524,70.300978
62,54939,11355.334320851563,74.711955
61,65012,13437.321299390265,77.835069
60,74129,15321.71276998863,79.798912
59,82669,17086.844190292468,81.530538
57,99444,20554.066623032137,84.118922
55,114994,23768.093974990526,85.809594
52,140201,28978.12532295291,87.846925
49,169449,35023.390402700745,89.547059
48,180641,37336.66333666334,90.191842
46,203767,42116.573082090326,91.182699
45,218248,45109.64897171794,91.644327
43,247938,51246.27097040891,92.419218
42,264697,54710.186365358786,92.778012
40,299062,61813.083468255885,93.372866
38,339718,70216.26649212855,93.971044
37,360554,74522.85645389094,94.230715
35,406893,84100.65796272692,94.706045
34,441555,91264.94195459713,94.928748
32,499790,103301.52606014675,95.285574
30,563625,116495.57339212511,95.61165
28,637673,131800.5442833029,95.838593
24,819330,169347.2045196183,96.150415
23,868938,179600.67518688206,96.216531
22,897427,185489.06266147646,96.252858
19,1010233,208804.91921871234,96.396405
17,1123672,232251.61045850703,96.522016
14,1264931,261448.4136553102,96.663899
12,1367559,282660.58079851186,96.735891
11,1492014,308384.1675565813,96.803335
10,1586218,327855.1793034551,96.851914
7,2215887,458001.37793241243,97.164331
1,4145460,856824.5547555892,97.261928
