crf,filesize,bitrate,vmaf
63,27282,4574.222979817385,77.006456
62,33787,5664.8805739714835,82.199718
61,39208,6573.789846517119,85.814041
59,47547,7971.9441397763085,88.781822
58,51442,8624.997380242137,90.066886
57,55726,9343.272112502882,90.971249
51,75946,12733.448369812006,93.526511
50,80505,13497.830840488183,93.820477
47,93256,15635.72092243421,94.480031
45,102356,17161.467902726643,94.908307
44,109830,18414.592400606387,95.137956
42,123360,20683.093130645575,95.401972
38,151260,25360.932773520188,95.861091
37,162291,27210.43990974061,95.971906
35,182425,30586.197019763455,96.143016
33,203905,34187.63055126692,96.306184
32,213701,35830.07202587622,96.380413
30,244746,41035.216531720034,96.540559
26,307092,51488.427656259824,96.740806
22,379064,63555.57728984302,96.888107
20,430276,72142.01183431954,96.989871
18,478808,80279.10550987475,97.035091
16,538717,90323.71823980215,97.077942
14,624916,104776.23076224476,97.125066
12,745329,124965.21660158024,97.169402
7,1638973,274797.5940143772,97.390543
3,3156318,529202.4898178745,97.405261
1,3429271,574967.018994991,97.405624
