crf,filesize,bitrate,vmaf
63,47272,15963.304301332471,50.444412
62,59019,19930.154352689566,56.535097
61,69103,23335.42513824204,60.624929
59,88415,29856.903659720563,66.807409
57,107336,36246.34520409168,71.145114
56,117844,39794.79675254323,73.21291
55,126373,42674.95884397293,74.664875
54,134877,45546.678673439244,76.013192
53,144592,48827.3416724121,77.456705
52,153972,51994.87836107555,78.611636
50,177303,59873.534915788434,80.971764
48,201297,67976.0802577704,82.878508
47,215190,72667.61407606478,83.892059
46,228785,77258.51613175558,84.794355
45,245516,82908.41552813385,85.835366
43,277565,93731.05767471965,87.432339
42,295116,99657.86326349706,88.239463
41,314293,106133.75357037329,88.933433
40,333087,112480.3084239704,89.546433
39,353922,119516.08954425856,90.195149
37,405111,136802.12745001478,91.220524
36,429950,145190.02124635928,91.674983
35,454985,153644.10237649677,91.994159
33,517333,174698.42833223115,92.679235
32,549592,185591.98547930943,92.970017
31,596519,201438.78656554714,93.388919
30,630592,212944.9142406889,93.686706
27,753945,254600.04783948447,94.259765
24,890965,300870.3972084254,94.692425
17,1268849,428478.22599935276,95.206448
14,1531260,517091.9221623446,95.552911
13,1641322,554258.8116109243,95.662486
12,1774885,599361.7649955678,95.79247
10,2080027,702405.3129968623,96.017969
8,2626716,887016.983016983,96.303388
7,2854824,964046.88269477,96.397381
4,4433545,1497165.9326588903,96.701962
3,5055065,1707047.318878305,96.804807
1,5482693,1851453.2228335047,96.856941
