crf,filesize,bitrate,vmaf
63,40237,11910.163910163908,80.118264
62,51983,15386.983386983387,84.476416
61,61870,18313.538313538313,86.730745
60,69742,20643.652643652644,88.052565
59,77615,22974.062974062974,89.107431
58,84873,25122.43312243312,89.911555
57,91642,27126.059126059125,90.535222
56,98620,29191.549191549195,91.057475
54,112043,33164.76116476116,91.895668
52,124628,36889.924889924885,92.515253
51,132074,39093.9430939431,92.867198
49,146670,43414.36341436341,93.392347
48,153884,45549.70954970955,93.643068
46,169006,50025.82602582603,94.073345
45,178808,52927.22092722093,94.330365
42,207580,61443.74144374144,94.867082
39,243093,71955.59995559996,95.391362
37,270061,79938.13593813594,95.696255
36,283136,83808.3398083398,95.82059
34,318858,94382.06238206239,96.006378
30,406228,120243.60824360824,96.316677
27,476197,140954.45295445295,96.505385
25,538926,159522.25552225552,96.63741
23,612468,181290.7092907093,96.775729
20,698309,206699.67069967068,96.917116
17,819717,242636.47463647465,97.047375
10,1350531,399757.57575757575,97.270568
7,1939890,574208.0142080142,97.467697
6,2336230,691524.7715247715,97.512231
4,2974562,880471.2324712325,97.573362
1,3474147,1028348.5403485403,97.602813
