crf,filesize,bitrate,vmaf
63,42185,13135.43599257885,89.234978
62,51524,16043.385186242329,91.349512
61,60287,18771.981265487757,92.68475
60,66733,20779.116986909194,93.568951
59,72969,22720.863552032384,94.193993
58,78522,24449.93967071889,94.685019
57,84746,26387.949712625035,95.033536
55,95841,29842.67680371576,95.516618
51,118065,36762.71780167884,95.8807
49,129444,40305.875942239574,96.056681
47,142392,44337.58449342865,96.227548
42,177717,55336.9747135981,96.527165
40,198636,61850.66881170777,96.678495
38,222913,69409.9666567199,96.782767
36,240834,74990.15270443843,96.833196
8,760230,236718.0871076975,97.162559
4,1208562,376318.3310196297,97.259407
