crf,filesize,bitrate,vmaf
63,22077,5089.602704987321,67.69489
62,26548,6120.341197264274,72.871303
61,30458,7021.747483285945,75.679852
60,33836,7800.50718512257,78.023133
58,40786,9402.751095058788,80.9312
56,47218,10885.575962499039,82.496304
53,58654,13522.016445093368,84.912386
52,63095,14545.838776608007,85.603461
50,72469,16706.908476139248,86.955919
48,81781,18853.684776761704,88.00164
47,87814,20244.52470606317,88.487962
45,100852,23250.288173365097,89.468357
43,115467,26619.611158072697,90.368116
42,125067,28832.78260201337,90.945134
40,142546,32862.36840082994,91.608192
39,152879,35244.52470606317,91.928064
37,176831,40766.38745869515,92.648633
33,237611,54778.52916314454,93.719638
32,253677,58482.36379005609,93.844569
28,331946,76526.39668024283,94.305147
27,355709,82004.68762007223,94.444304
25,409954,94510.25897179743,94.750513
22,483378,111437.33189887037,95.04704
18,603823,139204.56466610314,95.479452
16,681333,157073.61868900328,95.620468
11,1037994,239297.779143933,95.958593
9,1270180,292825.6359025589,96.12436
8,1605781,370194.6515023438,96.301431
7,1807444,416685.7757626988,96.3786
6,2121292,489039.8831937293,96.484541
5,2595428,598346.5765004226,96.637631
4,2854848,658152.9239990779,96.710466
3,3459515,797552.063321294,96.799245
2,3803647,876887.804503189,96.84399
1,3828450,882605.8556827788,96.845175
